Title,Short Intro,Full_Text,Category_Limpia,Sub-Category,Skills,URL
Cybersecurity for Everyone,"Cybersecurity affects everyone, including in the delivery of basic products and services. If you or your organization want to better understand how to address your cybersecurity, this is the course for you and your colleagues to take -- from seasoned professionals to your non-technical colleagues.","Cybersecurity for Everyone Cybersecurity affects everyone, including in the delivery of basic products and services. If you or your organization want to better understand how to address your cybersecurity, this is the course for you and your colleagues to take -- from seasoned professionals to your non-technical colleagues.",Computer Science,Computer Security and Networks,,https://www.coursera.org/learn/cybersecurity-for-everyone
ESG Risks and Opportunities,"In this course, you will explore the foundations upon which modern-day ESG was built, how market forces react to ESG, and ways to create and maintain value using ESG investment strategies. You will also learn about the five pathways of materiality, and how those interplay with or against ESG performance.","ESG Risks and Opportunities In this course, you will explore the foundations upon which modern-day ESG was built, how market forces react to ESG, and ways to create and maintain value using ESG investment strategies. You will also learn about the five pathways of materiality, and how those interplay with or against ESG performance.",Business,Finance,,https://www.coursera.org/learn/esg-risks-opportunities
AI & Law ,About this Course,AI & Law  About this Course,Social Sciences,Law,,https://www.coursera.org/learn/ai-law
Removing Barriers to Change,"What does it mean to truly change something? How does one persuade others to change? How do we reduce roadblocks to change? In this course, you’ll learn about the barriers to change and how to become more effective in inspiring change within others and your organization. Professor Jonah Berger of the Wharton School has designed this course to help you understand the REDUCE framework, and shows you how to develop your skills of persuasion and influence. By the end of this course, you’ll know both the strengths and weaknesses of certain strategies for removing barriers in change, plus you'll learn how to leverage those strategies to achieve change in both business and in life.","Removing Barriers to Change What does it mean to truly change something? How does one persuade others to change? How do we reduce roadblocks to change? In this course, you’ll learn about the barriers to change and how to become more effective in inspiring change within others and your organization. Professor Jonah Berger of the Wharton School has designed this course to help you understand the REDUCE framework, and shows you how to develop your skills of persuasion and influence. By the end of this course, you’ll know both the strengths and weaknesses of certain strategies for removing barriers in change, plus you'll learn how to leverage those strategies to achieve change in both business and in life.",Business,Leadership and Management,,https://www.coursera.org/learn/removing-barriers-to-change
Corporate Strategy ,"Corporate strategy is the strategy a firm uses to compete across multiple businesses. Many small firms want to grow by entering new businesses. Many large firms already are in multiple businesses, e.g. a photo camera producer selling also sunglasses. ","Corporate Strategy  Corporate strategy is the strategy a firm uses to compete across multiple businesses. Many small firms want to grow by entering new businesses. Many large firms already are in multiple businesses, e.g. a photo camera producer selling also sunglasses. ",Business,Business Strategy,,https://www.coursera.org/learn/corporatestrategy
Managerial Accounting Fundamentals,"This course, developed at the Darden School of Business at the University of Virginia and taught by top-ranked faculty, will teach you the fundamentals of managerial accounting including how to navigate the financial and related information managers need to help them make decisions. You'll learn about cost behavior and cost allocation systems, how to conduct cost-volume-profit analysis, and how to determine if costs and benefits are relevant to your decisions. ","Managerial Accounting Fundamentals This course, developed at the Darden School of Business at the University of Virginia and taught by top-ranked faculty, will teach you the fundamentals of managerial accounting including how to navigate the financial and related information managers need to help them make decisions. You'll learn about cost behavior and cost allocation systems, how to conduct cost-volume-profit analysis, and how to determine if costs and benefits are relevant to your decisions. ",Business,Finance,,https://www.coursera.org/learn/uva-darden-managerial-accounting
Emotional Intelligence: Cultivating Immensely Human Interactions,"This course is a multi-media exploration into important intra- and interpersonal skills required for Emotional Intelligence. Professors Sanchez-Burks and Alexander teach a model that brings together all of the areas that are necessary to improve and take skills in the interpersonal space to the next level. People call these ‘soft skills’ when in fact they are the hardest part of great leadership and the biggest contributor to team success. Through theory, assessments, animated vignettes, and video clips, participants will be able to see themselves and others, as well as analyze their own and others’ behaviors. This is a skill-building course based on published research in multiple fields.","Emotional Intelligence: Cultivating Immensely Human Interactions This course is a multi-media exploration into important intra- and interpersonal skills required for Emotional Intelligence. Professors Sanchez-Burks and Alexander teach a model that brings together all of the areas that are necessary to improve and take skills in the interpersonal space to the next level. People call these ‘soft skills’ when in fact they are the hardest part of great leadership and the biggest contributor to team success. Through theory, assessments, animated vignettes, and video clips, participants will be able to see themselves and others, as well as analyze their own and others’ behaviors. This is a skill-building course based on published research in multiple fields.",Business,Leadership and Management,,https://www.coursera.org/learn/emotional-intelligence-cultivating-immensely-human-interactions
"Advanced Valuation and Strategy - M&A, Private Equity, and Venture Capital",Hi and welcome to this course! ,"Advanced Valuation and Strategy - M&A, Private Equity, and Venture Capital Hi and welcome to this course! ",Business,Finance,,https://www.coursera.org/learn/advanced-valuation-and-strategy
Antibiotic Stewardship ,Antimicrobial Stewardship: Improving Clinical Outcomes by Optimization of Antibiotic Practices,Antibiotic Stewardship  Antimicrobial Stewardship: Improving Clinical Outcomes by Optimization of Antibiotic Practices,Health,Public Health,,https://www.coursera.org/learn/antibiotic-stewardship
Introduction to Dental Medicine,"The mouth is the window into human health.  This course provides an overview of dental medicine to engage, educate, excite and assist you in improving the oral health of your patients and members of your community. We will review topics in dental medicine including scope of the field, what to expect in function, and some of the many ways that dysfunction may present for different patients. This will include discussions of mouth, jaw, and tooth anatomy, pathology, and treatment. We will talk about differences between patients and the unique roles that different members of the dental field may play in treatment depending on the patient and condition. This course starts from basic concepts and proceeds to review trends in current research and technology. We offer scientific background, some skills for patient evaluation and interview, and some suggestions for further learning for those interested in or involved in dental education.","Introduction to Dental Medicine The mouth is the window into human health.  This course provides an overview of dental medicine to engage, educate, excite and assist you in improving the oral health of your patients and members of your community. We will review topics in dental medicine including scope of the field, what to expect in function, and some of the many ways that dysfunction may present for different patients. This will include discussions of mouth, jaw, and tooth anatomy, pathology, and treatment. We will talk about differences between patients and the unique roles that different members of the dental field may play in treatment depending on the patient and condition. This course starts from basic concepts and proceeds to review trends in current research and technology. We offer scientific background, some skills for patient evaluation and interview, and some suggestions for further learning for those interested in or involved in dental education.",Health,Basic Science,,https://www.coursera.org/learn/dental-medicine-penn
Driving business towards the Sustainable Development Goals,"Extreme weather events, wars, famine and environmental destruction are just a few of the wicked problems faced by humanity. ","Driving business towards the Sustainable Development Goals Extreme weather events, wars, famine and environmental destruction are just a few of the wicked problems faced by humanity. ",Business,Business Essentials,,https://www.coursera.org/learn/sdgbusiness
Positive Psychiatry and Mental Health ,"In today’s world, mental illness and distress are common and these account for a significant burden of disability within our community. At the same time, there is a growing interest in understanding and enhancing positive mental health and wellbeing; particularly from developments in the fields of positive psychology and mental health promotion.  Positive Psychiatry is a new term (Jeste et al 2016) that describes a dual approach to mental health, where we build strengths,  supports and healthy lifestyles as well as treating illness and distress.","Positive Psychiatry and Mental Health  In today’s world, mental illness and distress are common and these account for a significant burden of disability within our community. At the same time, there is a growing interest in understanding and enhancing positive mental health and wellbeing; particularly from developments in the fields of positive psychology and mental health promotion.  Positive Psychiatry is a new term (Jeste et al 2016) that describes a dual approach to mental health, where we build strengths,  supports and healthy lifestyles as well as treating illness and distress.",Health,Basic Science,,https://www.coursera.org/learn/positive-psychiatry
Global Diplomacy: the United Nations in the World,"The course offers a well-researched and broad-ranging primer to the United Nations system.  Consisting of an introduction to the complex UN family and its history, and a series of ‘snapshots’ of key UN functions, which are used to explore important UN themes and help learners develop important analysis, communication, and policy-based skills.","Global Diplomacy: the United Nations in the World The course offers a well-researched and broad-ranging primer to the United Nations system.  Consisting of an introduction to the complex UN family and its history, and a series of ‘snapshots’ of key UN functions, which are used to explore important UN themes and help learners develop important analysis, communication, and policy-based skills.",Social Sciences,Governance and Society,,https://www.coursera.org/learn/global-diplomacy-un
Étudier en France: French Intermediate course B1-B2,"Ce cours de français de niveau intermédiaire B1/B2, conforme aux exigences du Cadre européen de Référence pour les Langues, s’inscrit dans le double dispositif “former avec le numérique”et “langue et interculturalité” mis en place par l’Université Paris Saclay. Il s’adresse à tous les étudiants souhaitant poursuivre leurs études supérieures en France. Il leur permettra non seulement d’avoir le niveau requis en français pour suivre des cours dans le système supérieur français en termes de compétences linguistiques, mais les aidera à s’adapter à leur nouvel environnement dans les meilleures conditions. ","Étudier en France: French Intermediate course B1-B2 Ce cours de français de niveau intermédiaire B1/B2, conforme aux exigences du Cadre européen de Référence pour les Langues, s’inscrit dans le double dispositif “former avec le numérique”et “langue et interculturalité” mis en place par l’Université Paris Saclay. Il s’adresse à tous les étudiants souhaitant poursuivre leurs études supérieures en France. Il leur permettra non seulement d’avoir le niveau requis en français pour suivre des cours dans le système supérieur français en termes de compétences linguistiques, mais les aidera à s’adapter à leur nouvel environnement dans les meilleures conditions. ",Language Learning,Other Languages,,https://www.coursera.org/learn/etudier-en-france
Everyday Parenting: The ABCs of Child Rearing,"Everyday Parenting gives you access to a toolkit of behavior-change techniques that will make your typical day in the home easier as you develop the behaviors you would like to see in your child. The lessons provide step-by-step instructions and demonstrations to improve your course of action with both children and adolescents.  Among many techniques, you will learn how even simple modifications to tone of voice and phrasing can lead to more compliance.  The course will also shed light on many parenting misconceptions and ineffective strategies that are routinely used.","Everyday Parenting: The ABCs of Child Rearing Everyday Parenting gives you access to a toolkit of behavior-change techniques that will make your typical day in the home easier as you develop the behaviors you would like to see in your child. The lessons provide step-by-step instructions and demonstrations to improve your course of action with both children and adolescents.  Among many techniques, you will learn how even simple modifications to tone of voice and phrasing can lead to more compliance.  The course will also shed light on many parenting misconceptions and ineffective strategies that are routinely used.",Health,Psychology,,https://www.coursera.org/learn/everyday-parenting
Introduction to Electronics,"This course introduces students to the basic components of electronics: diodes, transistors, and op amps.  It covers the basic operation and some common applications.","Introduction to Electronics This course introduces students to the basic components of electronics: diodes, transistors, and op amps.  It covers the basic operation and some common applications.",Physical Science and Engineering,Electrical Engineering,,https://www.coursera.org/learn/electronics
AI For Everyone （すべての人のためのAIリテラシー講座）,AIはエンジニアだけのものではなく、今や社会⼈の基本リテラシーと⾔えます。本,AI For Everyone （すべての人のためのAIリテラシー講座） AIはエンジニアだけのものではなく、今や社会⼈の基本リテラシーと⾔えます。本,Business,Business Strategy,,https://www.coursera.org/learn/ai-for-everyone-ja
Economics of Money and Banking,"The last three or four decades have seen a remarkable evolution in the institutions that comprise the modern monetary system. The financial crisis of 2007-2009 is a wakeup call that we need a similar evolution in the analytical apparatus and theories that we use to understand that system. Produced and sponsored by the Institute for New Economic Thinking, this course is an attempt to begin the process of new economic thinking by reviving and updating some forgotten traditions in monetary thought that have become newly relevant.","Economics of Money and Banking The last three or four decades have seen a remarkable evolution in the institutions that comprise the modern monetary system. The financial crisis of 2007-2009 is a wakeup call that we need a similar evolution in the analytical apparatus and theories that we use to understand that system. Produced and sponsored by the Institute for New Economic Thinking, this course is an attempt to begin the process of new economic thinking by reviving and updating some forgotten traditions in monetary thought that have become newly relevant.",Social Sciences,Economics,,https://www.coursera.org/learn/money-banking
Introduction to Scrum Master Training,"This course is designed to help Scrum beginners learn the foundational knowledge to become proficient with Agile Scrum. Throughout the course, learners will explore Agile methodologies and benefits of building incrementally. They will also learn about the roles within Scrum teams, events that happen during a Sprint, Agile artifacts, and the Definition of Done for a Sprint.","Introduction to Scrum Master Training This course is designed to help Scrum beginners learn the foundational knowledge to become proficient with Agile Scrum. Throughout the course, learners will explore Agile methodologies and benefits of building incrementally. They will also learn about the roles within Scrum teams, events that happen during a Sprint, Agile artifacts, and the Definition of Done for a Sprint.",Computer Science,Design and Product,,https://www.coursera.org/learn/introduction-to-certified-scrum-master
Kotlin for Java Developers,"The Kotlin programming language is a modern language that gives you more power for your everyday tasks. Kotlin is concise, safe, pragmatic, and focused on interoperability with Java code. It can be used almost everywhere Java is used today: for server-side development, Android apps, and much more. Kotlin is 100% compatible with all existing Java frameworks, and has good tooling support. It’s a pragmatic language with a very low learning curve, and can be quickly grasped by Java developers. Kotlin code might be compiled not only to JVM bytecode but to JavaScript and Native code as well, but this course is focused on Kotlin/JVM.","Kotlin for Java Developers The Kotlin programming language is a modern language that gives you more power for your everyday tasks. Kotlin is concise, safe, pragmatic, and focused on interoperability with Java code. It can be used almost everywhere Java is used today: for server-side development, Android apps, and much more. Kotlin is 100% compatible with all existing Java frameworks, and has good tooling support. It’s a pragmatic language with a very low learning curve, and can be quickly grasped by Java developers. Kotlin code might be compiled not only to JVM bytecode but to JavaScript and Native code as well, but this course is focused on Kotlin/JVM.",Computer Science,Software Development,,https://www.coursera.org/learn/kotlin-for-java-developers
Site Reliability Engineering: Measuring and Managing Reliability,"Service level indicators (SLIs) and service level objectives (SLOs) are fundamental tools for measuring and managing reliability. In this course, students learn approaches for devising appropriate SLIs and SLOs and managing reliability through the use of an error budget.","Site Reliability Engineering: Measuring and Managing Reliability Service level indicators (SLIs) and service level objectives (SLOs) are fundamental tools for measuring and managing reliability. In this course, students learn approaches for devising appropriate SLIs and SLOs and managing reliability through the use of an error budget.",Information Technology,Cloud Computing,,https://www.coursera.org/learn/site-reliability-engineering-slos
Electric Industry Operations and Markets,"This is a two week course. In the first week you will learn about the core activities that the Industry executes to bring electricity to customers. We will review what electricity is, how it is generated, how it is transmitted, how it comes into buildings, and how consumption of electricity instantly feeds back on the transmission and generation of electricity. You will learn to:","Electric Industry Operations and Markets This is a two week course. In the first week you will learn about the core activities that the Industry executes to bring electricity to customers. We will review what electricity is, how it is generated, how it is transmitted, how it comes into buildings, and how consumption of electricity instantly feeds back on the transmission and generation of electricity. You will learn to:",Physical Science and Engineering,Environmental Science and Sustainability,,https://www.coursera.org/learn/electricity
Moral Foundations of Politics ,"When do governments deserve our allegiance, and when should they be denied it? ","Moral Foundations of Politics  When do governments deserve our allegiance, and when should they be denied it? ",Social Sciences,Governance and Society,,https://www.coursera.org/learn/moral-politics
Principles of Sustainable Finance ,Finance is widely seen as an obstacle to a better world. Principles of Sustainable Finance explains how the financial sector can be mobilized to counter this. Using finance as a means to achieve social goals we can divert the planet and its economy from its current path to a world that is sustainable for all.  ,Principles of Sustainable Finance  Finance is widely seen as an obstacle to a better world. Principles of Sustainable Finance explains how the financial sector can be mobilized to counter this. Using finance as a means to achieve social goals we can divert the planet and its economy from its current path to a world that is sustainable for all.  ,Business,Finance,,https://www.coursera.org/learn/sustainable-finance
Cybersecurity Compliance Framework & System Administration,This course gives you the background needed to understand the key cybersecurity compliance and industry standards.  This knowledge will be important for you to learn no matter what cybersecurity role you would like to acquire or have within an organization.,Cybersecurity Compliance Framework & System Administration This course gives you the background needed to understand the key cybersecurity compliance and industry standards.  This knowledge will be important for you to learn no matter what cybersecurity role you would like to acquire or have within an organization.,Information Technology,Security,,https://www.coursera.org/learn/cybersecurity-compliance-framework-system-administration
Spanish for Successful Communication in Healthcare Settings,"Welcome to Spanish for Successful Communication in Healthcare Settings! This course is structured in four modules, each one revolving on a topic related to the physician-patient interaction. Each module contains four lessons; on grammar, vocabulary, the dynamics of the spoken interaction, and aspects of sociocultural relevance. The video lessons are unlike regular “lectures” in which you are just listening. Instead, you should think of them as virtual classes where you are supposed to reflect, complete activities, and even get extra practice on your own time. The videos are a roadmap that will provide what you need to complete the activities on the student handout. Each module is followed by a 10-question quiz. It is important that you complete the lessons sequentially, as they build upon each other.","Spanish for Successful Communication in Healthcare Settings Welcome to Spanish for Successful Communication in Healthcare Settings! This course is structured in four modules, each one revolving on a topic related to the physician-patient interaction. Each module contains four lessons; on grammar, vocabulary, the dynamics of the spoken interaction, and aspects of sociocultural relevance. The video lessons are unlike regular “lectures” in which you are just listening. Instead, you should think of them as virtual classes where you are supposed to reflect, complete activities, and even get extra practice on your own time. The videos are a roadmap that will provide what you need to complete the activities on the student handout. Each module is followed by a 10-question quiz. It is important that you complete the lessons sequentially, as they build upon each other.",Health,Patient Care,,https://www.coursera.org/learn/spanish-in-healthcare-settings
Nuts and Bolts of U.S. Immigration Law,"This course begins by exploring short term entry and long term entry into the United States. We will cover the various means of short term entry and long term entry, as well as the general application processes. We will also examine exclusion and deportation in the United States. In particular, we will discuss how and why individuals may not be admitted into the United States and possible reasons for deportation or removal. Lastly, we will cover the process of how to become a United States citizen and the various requirements for naturalization.","Nuts and Bolts of U.S. Immigration Law This course begins by exploring short term entry and long term entry into the United States. We will cover the various means of short term entry and long term entry, as well as the general application processes. We will also examine exclusion and deportation in the United States. In particular, we will discuss how and why individuals may not be admitted into the United States and possible reasons for deportation or removal. Lastly, we will cover the process of how to become a United States citizen and the various requirements for naturalization.",Social Sciences,Law,,https://www.coursera.org/learn/us-immigration-law
Introduction to Philosophy,"This course will introduce you to some of the main areas of research in contemporary philosophy. Each module a different philosopher will talk you through some of the most important questions and issues in their area of expertise. We’ll begin by trying to understand what philosophy is – what are its characteristic aims and methods, and how does it differ from other subjects? Then we’ll spend the rest of the course gaining an introductory overview of several different areas of philosophy. ","Introduction to Philosophy This course will introduce you to some of the main areas of research in contemporary philosophy. Each module a different philosopher will talk you through some of the most important questions and issues in their area of expertise. We’ll begin by trying to understand what philosophy is – what are its characteristic aims and methods, and how does it differ from other subjects? Then we’ll spend the rest of the course gaining an introductory overview of several different areas of philosophy. ",Arts and Humanities,Philosophy,,https://www.coursera.org/learn/philosophy
"FinTech: Foundations, Payments, and Regulations","In this course, you’ll learn the key components of modern-day investment strategies which utilize fintech. Professors Natasha Sarin and Chris Geczy  of the Wharton School have designed this course to help you understand the complex structure of  payment methods and financial regulations, so you can determine how fintech plays a role in the future of investing. Through analysis of robo-advising and changing demographic forces, you’ll learn how basic elements of trust underlie complex choice architecture in investments and impact investing. You’ll also explore payment methodologies and how fintech is emerging as an entrepreneurial solution to both investments and payment systems. By the end of this course, you’ll be able to identify different financial technologies, and understand the dynamic between the innovations and regulations,  and  employ best practices in developing a fintech strategy for yourself or your business. No prerequisites are required for this course, although a basic understanding of credit cards and other payment methods is helpful.","FinTech: Foundations, Payments, and Regulations In this course, you’ll learn the key components of modern-day investment strategies which utilize fintech. Professors Natasha Sarin and Chris Geczy  of the Wharton School have designed this course to help you understand the complex structure of  payment methods and financial regulations, so you can determine how fintech plays a role in the future of investing. Through analysis of robo-advising and changing demographic forces, you’ll learn how basic elements of trust underlie complex choice architecture in investments and impact investing. You’ll also explore payment methodologies and how fintech is emerging as an entrepreneurial solution to both investments and payment systems. By the end of this course, you’ll be able to identify different financial technologies, and understand the dynamic between the innovations and regulations,  and  employ best practices in developing a fintech strategy for yourself or your business. No prerequisites are required for this course, although a basic understanding of credit cards and other payment methods is helpful.",Business,Business Essentials,,https://www.coursera.org/learn/wharton-fintech-overview-payments-regulations
"The Sustainable Development Goals – A global, transdisciplinary vision for the future","In 2015, the UN launched the 17 Sustainable Development Goals (SDGs). Adopted by 193 member states, the goals represent an important international step in setting humanity on a trajectory towards sustainable development. Within this course, you will get a historical overview of how sustainability has been understood, as well as a thorough introduction to the SDGs – what they are, how progress can be measured, and how the SDGs are relevant for the management of the global systems supporting humanity. The course will examine how various societal actors are responding to and implementing the SDGs. ","The Sustainable Development Goals – A global, transdisciplinary vision for the future In 2015, the UN launched the 17 Sustainable Development Goals (SDGs). Adopted by 193 member states, the goals represent an important international step in setting humanity on a trajectory towards sustainable development. Within this course, you will get a historical overview of how sustainability has been understood, as well as a thorough introduction to the SDGs – what they are, how progress can be measured, and how the SDGs are relevant for the management of the global systems supporting humanity. The course will examine how various societal actors are responding to and implementing the SDGs. ",Social Sciences,Governance and Society,,https://www.coursera.org/learn/global-sustainable-development
American Contract Law I,"American Contract Law I (along with its sister course Contracts II) provides a comprehensive overview of contract law in the United States. The course covers most of the key concepts found in a first year law school class. Each lecture is based on one or more common-law cases, integrating legal doctrines with policy discussions. The course also covers key sections from the Uniform Commercial Code (UCC), which governs the sale of goods. ","American Contract Law I American Contract Law I (along with its sister course Contracts II) provides a comprehensive overview of contract law in the United States. The course covers most of the key concepts found in a first year law school class. Each lecture is based on one or more common-law cases, integrating legal doctrines with policy discussions. The course also covers key sections from the Uniform Commercial Code (UCC), which governs the sale of goods. ",Social Sciences,Law,,https://www.coursera.org/learn/contracts-1
Gender and Sexuality: Diversity and Inclusion in the Workplace,"What is sex? What is gender? What is sexuality? What do we mean by LGBTQIA? How are these concepts related to the workplace? How have our understandings of these terms changed over time, and how have these changes impacted work and culture? To help you answer these important questions, this course will introduce you to the exciting field of gender, sexuality, and women's studies, and to LGBTQIA identities. We will use a range of interdisciplinary concepts, tools, and methods to understand and analyze how identity shapes our experiences in culture and in the workplace. Because we all live with gender expectations, this course is crucial for any profession, and for understanding the world around us. Also, you will learn key concepts that will help you to interpret and understand the world we share.","Gender and Sexuality: Diversity and Inclusion in the Workplace What is sex? What is gender? What is sexuality? What do we mean by LGBTQIA? How are these concepts related to the workplace? How have our understandings of these terms changed over time, and how have these changes impacted work and culture? To help you answer these important questions, this course will introduce you to the exciting field of gender, sexuality, and women's studies, and to LGBTQIA identities. We will use a range of interdisciplinary concepts, tools, and methods to understand and analyze how identity shapes our experiences in culture and in the workplace. Because we all live with gender expectations, this course is crucial for any profession, and for understanding the world around us. Also, you will learn key concepts that will help you to interpret and understand the world we share.",Health,Psychology,,https://www.coursera.org/learn/gender-sexuality
Weight Management: Beyond Balancing Calories,"Across the globe, more people are suffering from obesity than at any other time in our history. Why has obesity become so common and so challenging? In this course, we will look at the root cause of obesity, as explained by the latest science. We will see how our food environment has evolved over the last half-century, and how it is altering our biology to over-consume calories and resist sustained weight loss. We will also see how stress, a sedentary lifestyle, and inadequate sleep disrupt our appetite control system to promote gaining weight. By developing a better understanding of the physiology behind obesity, you will learn how to work with your body to prevent and manage weight gain. This course will also provide practical tools and strategies for creating a long-term, sustainable weight management plan to leverage your habits and your surroundings.","Weight Management: Beyond Balancing Calories Across the globe, more people are suffering from obesity than at any other time in our history. Why has obesity become so common and so challenging? In this course, we will look at the root cause of obesity, as explained by the latest science. We will see how our food environment has evolved over the last half-century, and how it is altering our biology to over-consume calories and resist sustained weight loss. We will also see how stress, a sedentary lifestyle, and inadequate sleep disrupt our appetite control system to promote gaining weight. By developing a better understanding of the physiology behind obesity, you will learn how to work with your body to prevent and manage weight gain. This course will also provide practical tools and strategies for creating a long-term, sustainable weight management plan to leverage your habits and your surroundings.",Health,Nutrition,,https://www.coursera.org/learn/weight-management-beyond-balancing-calories
Understanding Einstein: The Special Theory of Relativity,"In this course we will seek to “understand Einstein,” especially focusing on the special theory of relativity that Albert Einstein, as a twenty-six year old patent clerk, introduced in his “miracle year” of 1905. Our goal will be to go behind the myth-making and beyond the popularized presentations of relativity in order to gain a deeper understanding of both Einstein the person and the concepts, predictions, and strange paradoxes of his theory. Some of the questions we will address include: How did Einstein come up with his ideas? What was the nature of his genius? What is the meaning of relativity? What’s “special” about the special theory of relativity? Why did the theory initially seem to be dead on arrival? What does it mean to say that time is the “fourth dimension”? Can time actually run more slowly for one person than another, and the size of things change depending on their velocity? Is time travel possible, and if so, how? Why can’t things travel faster than the speed of light? Is it possible to travel to the center of the galaxy and return in one lifetime? Is there any evidence that definitively confirms the theory, or is it mainly speculation? Why didn’t Einstein win the Nobel Prize for the theory of relativity?","Understanding Einstein: The Special Theory of Relativity In this course we will seek to “understand Einstein,” especially focusing on the special theory of relativity that Albert Einstein, as a twenty-six year old patent clerk, introduced in his “miracle year” of 1905. Our goal will be to go behind the myth-making and beyond the popularized presentations of relativity in order to gain a deeper understanding of both Einstein the person and the concepts, predictions, and strange paradoxes of his theory. Some of the questions we will address include: How did Einstein come up with his ideas? What was the nature of his genius? What is the meaning of relativity? What’s “special” about the special theory of relativity? Why did the theory initially seem to be dead on arrival? What does it mean to say that time is the “fourth dimension”? Can time actually run more slowly for one person than another, and the size of things change depending on their velocity? Is time travel possible, and if so, how? Why can’t things travel faster than the speed of light? Is it possible to travel to the center of the galaxy and return in one lifetime? Is there any evidence that definitively confirms the theory, or is it mainly speculation? Why didn’t Einstein win the Nobel Prize for the theory of relativity?",Physical Science and Engineering,Physics and Astronomy,,https://www.coursera.org/learn/einstein-relativity
Understanding Research Methods,"This MOOC is about demystifying research and research methods. It will outline the fundamentals of doing research, aimed primarily, but not exclusively, at the postgraduate level. It places the student experience at the centre of our endeavours by engaging learners in a range of robust and challenging discussions and exercises befitting SOAS, University of London's status as a research-intensive university and its rich research heritage.","Understanding Research Methods This MOOC is about demystifying research and research methods. It will outline the fundamentals of doing research, aimed primarily, but not exclusively, at the postgraduate level. It places the student experience at the centre of our endeavours by engaging learners in a range of robust and challenging discussions and exercises befitting SOAS, University of London's status as a research-intensive university and its rich research heritage.",Physical Science and Engineering,Research Methods,,https://www.coursera.org/learn/research-methods
Fundamentals of Engineering Exam Review,"The purpose of this course is to review the material covered in the Fundamentals of Engineering (FE) exam to enable the student to pass it.  It will be presented in modules corresponding to the FE topics, particularly those in Civil and Mechanical Engineering.  Each module will review main concepts, illustrate them with examples, and provide extensive practice problems.","Fundamentals of Engineering Exam Review The purpose of this course is to review the material covered in the Fundamentals of Engineering (FE) exam to enable the student to pass it.  It will be presented in modules corresponding to the FE topics, particularly those in Civil and Mechanical Engineering.  Each module will review main concepts, illustrate them with examples, and provide extensive practice problems.",Physical Science and Engineering,Mechanical Engineering,,https://www.coursera.org/learn/fe-exam
Introduction to Engineering Mechanics,This course is an introduction to learning and applying the principles required to solve engineering mechanics problems.   Concepts will be applied in this course from previous courses you have taken in basic math and physics.  The course addresses the modeling and analysis of static equilibrium problems with an emphasis on real world engineering applications and problem solving.,Introduction to Engineering Mechanics This course is an introduction to learning and applying the principles required to solve engineering mechanics problems.   Concepts will be applied in this course from previous courses you have taken in basic math and physics.  The course addresses the modeling and analysis of static equilibrium problems with an emphasis on real world engineering applications and problem solving.,Physical Science and Engineering,Mechanical Engineering,,https://www.coursera.org/learn/engineering-mechanics-statics
Getting Started with Go,"Learn the basics of Go, an open source programming language originally developed by a team at Google and enhanced by many contributors from the open source community. This course is designed for individuals with previous programming experience using such languages as C, Python, or Java, and covers the fundamental elements of Go. Topics include data types, protocols, formats, and writing code that incorporates RFCs and JSON. Most importantly, you’ll have a chance to practice writing Go programs and receive feedback from your peers. Upon completing this course, you'll be able to implement simple Go programs, which will prepare you for subsequent study at a more advanced level.","Getting Started with Go Learn the basics of Go, an open source programming language originally developed by a team at Google and enhanced by many contributors from the open source community. This course is designed for individuals with previous programming experience using such languages as C, Python, or Java, and covers the fundamental elements of Go. Topics include data types, protocols, formats, and writing code that incorporates RFCs and JSON. Most importantly, you’ll have a chance to practice writing Go programs and receive feedback from your peers. Upon completing this course, you'll be able to implement simple Go programs, which will prepare you for subsequent study at a more advanced level.",Computer Science,Software Development,,https://www.coursera.org/learn/golang-getting-started
